Statistical profiling result from isolate-0xb2d6000-123903-v8.log, (183041 ticks, 9382 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3   20.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      3  100.0%            JS: +<anonymous> node:fs:185:10
     14    7.3%      JS: *resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
      4   28.6%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:429310
      4  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
      4  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      3   21.4%        JS: +resolveResource /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:426480
      3  100.0%          JS: +defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
      3  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420691
      3   21.4%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
      3  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
      3  100.0%            Builtin: PromiseConstructor
      2   14.3%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
      2  100.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
      2  100.0%            Builtin: PromiseConstructor
      2   14.3%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
      1   50.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      1  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      1   50.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      1  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
     10    5.2%      JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      8   80.0%        JS: +resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
      3   37.5%          JS: +resolveResource /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:426480
      3  100.0%            JS: +defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
      3   37.5%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
      3  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      1   12.5%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:429310
      1  100.0%            JS: +arrayEachIndex /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:7069
      1   12.5%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
      1   10.0%        JS: ^resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
      1  100.0%          JS: *defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420691
      1   10.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      1  100.0%            JS: +<anonymous> :8:40
     10    5.2%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      5   50.0%        JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      5  100.0%          JS: +<anonymous> node:fs:194:10
      3   30.0%        JS: +<anonymous> node:fs:185:10
      1   10.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:267689
      1  100.0%          JS: +readFileAfterClose node:internal/fs/read/context:46:28
      1   10.0%        JS: *<anonymous> node:fs:194:10
      8    4.2%      JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
      8  100.0%        JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
      8  100.0%          JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
      6   75.0%            JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
      2   25.0%            JS: +collectComponentInfoFromServerEntryDependency /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:453:50
      6    3.1%      JS: *createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      5   83.3%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      5  100.0%          JS: *<anonymous> :8:40
      5  100.0%            JS: *<anonymous> :22:40
      1   16.7%        JS: +handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      1  100.0%          JS: ^handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      6    3.1%      Builtin: SetConstructor
      1   16.7%        JS: ~v.exports.inferDependencyUsage /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1128453
      1  100.0%          JS: ~<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1131241
      1  100.0%            JS: ~<anonymous> :1:20
      1   16.7%        JS: ~<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:303697
      1  100.0%          JS: ^runCallbacks /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:166291
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1   16.7%        JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:303697
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:269294
      1   16.7%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:332241
      1  100.0%          JS: +<anonymous> :1:20
      1  100.0%            JS: +parse /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1035626
      1   16.7%        JS: *v.exports.inferDependencyUsage /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1128453
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1131241
      1  100.0%            JS: ^<anonymous> :1:20
      1   16.7%        JS: *optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      1  100.0%          JS: *createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      5    2.6%      JS: *add /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1382526
      4   80.0%        JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:180855
      2   50.0%          JS: +runCallbacks /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:166291
      2  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1   25.0%          JS: +processTicksAndRejections node:internal/process/task_queues:72:35
      1   25.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1  100.0%            JS: ^runNextTicks node:internal/process/task_queues:63:22
      1   20.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175537
      1  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    2.1%      JS: +merge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1381845
      4  100.0%        JS: ^_merge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1382272
      4  100.0%          JS: +checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
      4  100.0%            JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      4    2.1%      JS: +add /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1386176
      2   50.0%        JS: ^setResolvedModule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:360206
      1   50.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:87382
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      1   50.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:87382
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      2   50.0%        JS: +setResolvedModule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:360206
      2  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:87382
      1   50.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      1   50.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      3    1.6%      JS: ^merge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1381845
      3  100.0%        JS: ^_merge /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1382272
      2   66.7%          JS: +checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
      2  100.0%            JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      1   33.3%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1383490
      1  100.0%            JS: ^checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
      3    1.6%      JS: *optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      2   66.7%        JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      2  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      2  100.0%            JS: *<anonymous> :8:40
      1   33.3%        JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      1  100.0%          JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      3    1.6%      JS: *<anonymous> :1:20
      2   66.7%        JS: *walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      2  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      2  100.0%            JS: *walkArrayExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1021844
      1   33.3%        JS: *callHooksForInfoWithFallback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1031085
      1  100.0%          JS: *callHooksForInfo /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1030975
      1  100.0%            JS: +walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      3    1.6%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      3  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      3  100.0%          JS: ^<anonymous> :8:40
      3  100.0%            JS: *<anonymous> :22:40
      3    1.6%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:180855
      2   66.7%        JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1   50.0%          JS: +runNextTicks node:internal/process/task_queues:63:22
      1  100.0%            JS: +processImmediate node:internal/timers:456:28
      1   33.3%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1  100.0%          JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      1  100.0%            JS: +<anonymous> node:fs:194:10
      2    1.0%      JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1   50.0%        JS: +handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      1  100.0%          JS: ^handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      1   50.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      1  100.0%          JS: *<anonymous> :8:40
      1  100.0%            JS: *<anonymous> :22:40
      2    1.0%      JS: *addAllToSet /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:573080
      2  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575877
      2  100.0%          JS: *<anonymous> :1:20
      2  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
    168    1.8%    JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
    160   95.2%      JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
    145   90.6%        JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
    112   77.2%          JS: *filterClientComponents /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/flight-client-entry-plugin.js:460:40
