Statistical profiling result from isolate-0xb2d6000-123903-v8.log, (183041 ticks, 9382 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    3.6%          JS: +walkConditionalExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1025408
      2  100.0%            JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      2    3.6%          JS: *walkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1007410
      2  100.0%            JS: *walkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008836
      1    1.8%          JS: *walkExpressions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020161
      1  100.0%            JS: *<anonymous> :1:20
      1    1.8%          JS: *<anonymous> :1:20
      1  100.0%            JS: *walkVariableDeclaration /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1018083
     34    6.9%      JS: *get /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:17276
     34  100.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
     34  100.0%          JS: *<anonymous> :1:20
     21   61.8%            JS: *resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
     13   38.2%            JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
     17    3.5%      JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      3   17.6%        JS: +walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      3  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      2   66.7%            JS: *walkExpressions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020161
      1   33.3%            JS: *walkReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010054
      3   17.6%        JS: +handleStrictEqualityComparison /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:989817
      2   66.7%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      2  100.0%            JS: *<anonymous> :1:20
      1   33.3%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      1  100.0%            JS: *<anonymous> :1:20
      2   11.8%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:994581
      2  100.0%          JS: *<anonymous> :1:20
      2  100.0%            JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      2   11.8%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:987596
      2  100.0%          JS: *<anonymous> :1:20
      2  100.0%            JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      2   11.8%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:738521
      2  100.0%          JS: *<anonymous> :1:20
      2  100.0%            JS: *callHooksForInfoWithFallback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1031085
      2   11.8%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1003352
      2  100.0%          JS: *<anonymous> :1:20
      1   50.0%            JS: *walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      1   50.0%            JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      1    5.9%        JS: ^handleConstOperation /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988757
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      1  100.0%            JS: *<anonymous> :1:20
      1    5.9%        JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:987596
      1  100.0%          JS: *<anonymous> :1:20
      1  100.0%            JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      1    5.9%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      1  100.0%          JS: *<anonymous> :1:20
      1  100.0%            JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      8    1.6%      JS: *callHooksForInfoWithFallback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1031085
      8  100.0%        JS: *callHooksForInfo /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1030975
      7   87.5%          JS: +walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      7  100.0%            JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1   12.5%          JS: ^walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      1  100.0%            JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
    302    3.2%    JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
    298   98.7%      JS: *<anonymous> :1:20
    172   57.7%        JS: *resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
     50   29.1%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
     36   72.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
     14   28.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
     48   27.9%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
     48  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
     42   24.4%          JS: *defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
     42  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:420691
     24   14.0%          JS: +resolveResource /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:426480
     24  100.0%            JS: +defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
      5    2.9%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
      4   80.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      1   20.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      3    1.7%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:429310
      3  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
    106   35.6%        JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
     62   58.5%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:195:52
     62  100.0%            JS: +forEachBail /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:131:25
     39   36.8%          JS: +resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
     20   51.3%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
     18   46.2%            JS: *defaultResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424435
      1    2.6%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/neo-async/async.js:1:9911
      4    3.8%          JS: ^resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
      4  100.0%            JS: ~<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:405611
     20    6.7%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
     18   90.0%          JS: *<anonymous> :8:40
     18  100.0%            JS: *<anonymous> :22:40
      2   10.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      1   50.0%            JS: ^<anonymous> :8:40
      1   50.0%            JS: +<anonymous> :8:40
      4    1.3%      JS: +<anonymous> :1:20
      3   75.0%        JS: *resolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191146
      3  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:253420
      3  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:794:76
      1   25.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      1  100.0%            JS: ^<anonymous> :8:40
    223    2.4%    Builtin: MapPrototypeSet
     41   18.4%      JS: *NextBarrelLoader /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-barrel-loader.js:195:40
     41  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     41  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     41  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     19    8.5%      JS: *<anonymous> :1:20
     17   89.5%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:82580
     13   76.5%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:411442
     13  100.0%            JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      4   23.5%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:411442
      4  100.0%            JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      2   10.5%        JS: *evaluateExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1034190
      1   50.0%          JS: +walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
      1  100.0%            JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1   50.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:988716
      1  100.0%            JS: *<anonymous> :1:20
     17    7.6%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:551618
     17  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:15962
     17  100.0%          JS: +<anonymous> :24:25
     17  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     16    7.2%      JS: +NextBarrelLoader /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-barrel-loader.js:195:40
     16  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     16  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     16  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     13    5.8%      JS: +<anonymous> :1:20
      6   46.2%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:82580
      6  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:411442
      6  100.0%            JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      5   38.5%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574500
      5  100.0%          JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      4   80.0%            JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1   20.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287452
      2   15.4%        JS: +store /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:16189
      2  100.0%          JS: ^store /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:18423
      2  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:82580
      9    4.0%      JS: *v.exports.keepOriginalOrder /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1406858
      9  100.0%        JS: ^handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
      7   77.8%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      7  100.0%            JS: +processResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406985
      2   22.2%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      2  100.0%            JS: ^processResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406985
      8    3.6%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:551618
      8  100.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:15962
      8  100.0%          JS: ^<anonymous> :24:25
      6   75.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      7    3.1%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      6   85.7%        JS: *<anonymous> :1:20
      2   33.3%          JS: *processCapturedMissing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287246
      2  100.0%            JS: ^createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      2   33.3%          JS: *handleModuleCreation /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:86560
      2  100.0%            JS: +onDependenciesSorted /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:83395
      1   16.7%          JS: +processModuleDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:82942
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:88537
      1   16.7%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:86872
      1  100.0%            JS: *<anonymous> :1:20
      1   14.3%        JS: +<anonymous> :1:20
      1  100.0%          JS: +handleModuleCreation /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:86560
      1  100.0%            JS: ^onDependenciesSorted /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:83395
      6    2.7%      JS: *_readFileTimestamp /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:296040
      6  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1378062
      6  100.0%          JS: *<anonymous> :1:20
      6  100.0%            JS: +_ensureProcessing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1377483
      5    2.2%      JS: ^optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      4   80.0%        JS: +processCapturedMissing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287246
      4  100.0%          JS: ^createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      4  100.0%            JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      1   20.0%        JS: ^processCapturedFiles /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284620
      1  100.0%          JS: ^createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      5    2.2%      JS: +v.exports.keepOriginalOrder /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1406858
      4   80.0%        JS: ^handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
      4  100.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      4  100.0%            JS: ^processResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406985
      1   20.0%        JS: +handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
      1  100.0%            JS: +processResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406985
      5    2.2%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:296062
      4   80.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      3   75.0%          JS: *<anonymous> node:fs:194:10
      1   25.0%          JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      1  100.0%            JS: +<anonymous> node:fs:194:10
      1   20.0%        JS: +runCallbacks /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:166291
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1  100.0%            JS: +callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      5    2.2%      JS: *optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      3   60.0%        JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      3  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      3  100.0%            JS: *<anonymous> :8:40
      1   20.0%        JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287960
      1  100.0%            JS: *<anonymous> :1:20
      1   20.0%        JS: *createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      1  100.0%            JS: *<anonymous> :8:40
      5    2.2%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574500
      5  100.0%        JS: *jobDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283104
      5  100.0%          JS: *createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      5  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      5    2.2%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287452
      5  100.0%        JS: *<anonymous> :1:20
      5  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1378192
      5  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:296062
      5    2.2%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      3   60.0%        JS: *<anonymous> node:fs:194:10
      1   20.0%        JS: +<anonymous> node:fs:185:10
      1   20.0%        JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      1  100.0%          JS: +<anonymous> node:fs:194:10
      4    1.8%      JS: +optimize /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:261313
      4  100.0%        JS: *processCapturedMissing /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:287246
      4  100.0%          JS: ^createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      4  100.0%            JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
      4    1.8%      JS: *enterPattern /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1033237
      1   25.0%        JS: +enterArrayPattern /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1033962
      1  100.0%          JS: *enterPattern /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1033237
      1  100.0%            JS: *walkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008836
      1   25.0%        JS: *walkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008836
      1  100.0%          JS: *walkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1007410
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022976
      1   25.0%        JS: *walkAssignmentExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1024449
      1  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1  100.0%            JS: *walkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1007410
      1   25.0%        JS: *inFunctionScope /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1032345
      1  100.0%          JS: +walkFunctionExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1022410
      1  100.0%            JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      3    1.3%      JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1   33.3%        JS: *walkReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010054
      1  100.0%          JS: *walkStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1007410
      1  100.0%            JS: *walkBlockStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1008836
      1   33.3%        JS: *walkObjectExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1021986
      1  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1  100.0%            JS: *walkExpressions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020161
      1   33.3%        JS: *walkArrayExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1021844
      1  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      1  100.0%            JS: *walkReturnStatement /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1010054
      3    1.3%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1134748
      3  100.0%        JS: *<anonymous> :1:20
      3  100.0%          JS: *walkExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020228
      2   66.7%            JS: *walkExpressions /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1020161
      1   33.3%            JS: *walkCallExpression /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1027610
    192    2.0%    Builtin: SetPrototypeAdd
     29   15.1%      JS: *checkManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:283887
     14   48.3%        JS: *createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
     14  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
     14  100.0%            JS: *<anonymous> :8:40
     12   41.4%        JS: *captureNonManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284510
     12  100.0%          JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
     12  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      2    6.9%        JS: +captureNonManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284510
      2  100.0%          JS: ^createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      2  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
      1    3.4%        JS: ^captureNonManaged /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:284510
      1  100.0%          JS: +createSnapshot /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:282765
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574259
     25   13.0%      JS: *checkDependencies /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410893
     25  100.0%        JS: ^handleBuildDone /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410688
     25  100.0%          JS: ^handleParseResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410499
     25  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:410181
     22   11.5%      JS: *setResolvedModule /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:360206
     15   68.2%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:87382
     10   66.7%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
     10  100.0%            JS: *<anonymous> :1:20
      4   26.7%          JS: *<anonymous> :1:20
      4  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1378192
      1    6.7%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      1  100.0%            JS: *<anonymous> :1:20
      7   31.8%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:87382
      4   57.1%          JS: *<anonymous> :1:20
      4  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1378192
      2   28.6%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      2  100.0%            JS: *<anonymous> :1:20
      1   14.3%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:1375570
      1  100.0%            JS: *<anonymous> :1:20
     15    7.8%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:205057
     15  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:205134
     12   80.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4   33.3%            JS: +runNextTicks node:internal/process/task_queues:63:22
